Marca temporal,Dirección de correo electrónico,Sede,Ubicación,Sub-Ubicación,Nombre del articulo,Foto actual del articulo,Tipo de elemento,Serie,estado,Disponible para su uso,Descripción,Cantidad,Valor unitario,Observaciones,Fecha,Nombre de quien realiza el proceso,Nombre de testigos,Observaciones,Aulas de clases,Articulo del aula de clases,Aulas de tecnología,Articulo del aula de tecnología,Aulas de informática,Articulo del aula de informática,Aulas de música,Articulo del aula de música,Aulas múltiples,Articulo del Aula múltiple,Bibliotecas,Articulo de la Biblioteca,Laboratorios de Física,Articulo del Laboratorio de Física,Laboratorios de Química,Articulo del Laboratorio de Química,Oficinas,Articulo de la Oficina,Codigo contable,Vida util [años],Valor total,Imagen,Edit Url,Etiqueta,Cards,Color,timestampTemp
1/3/2019 9:10:13,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 002,Lámpara,https://drive.google.com/open?id=1zqqFxkyPn4oBJJetsvTwLd2D7jMPvKRl,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,103,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1zqqFxkyPn4oBJJetsvTwLd2D7jMPvKRl,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuf6tD3s8OWQJd0KUNsLg0k7hwK14ATSEufEVH-FYBhqs-FF2bevam-6hgIKZjM01w4,https://drive.google.com/a/denzilescolar.edu.co/file/d/19kKAaZmSMtMrgi9CIWbMN15IVzxfVWu9/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:11:47,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 002,Lámpara,https://drive.google.com/open?id=1zpecIXwt-Csnr6lFGb6-4eHb_wkaR-X_,"Propiedad, planta y equipo.",,Malo,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,104,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1zpecIXwt-Csnr6lFGb6-4eHb_wkaR-X_,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudALazMJ7fmNBmXMT_n4Isvu1NXWv-I7oZIjWfMpg319IuCp6NAwFRHK44m5NlmI9w,https://drive.google.com/a/denzilescolar.edu.co/file/d/1KkCtKghAO76QEPfqPVAOCQQBew__V0QC/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:44:32,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,Abanico de techo,https://drive.google.com/open?id=1s5KJx_2SETI3vAVt9wWwJ2xZ3OCCmMwi,"Propiedad, planta y equipo.",,Malo,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,105,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1s5KJx_2SETI3vAVt9wWwJ2xZ3OCCmMwi,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufcdyErxHwx0gBv3c9RGw-rENtoy_Ain-pLHoqPy-DdwAZUiY0T2-Ar24T7B81PjvQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1jyM3dvghu3jW1mQyTrwS6dK4-55T2h4o/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:45:34,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 002,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",https://drive.google.com/open?id=1JBuqrNloLbJDN533lIaxwfHZOWG3yqBs,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,106,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1JBuqrNloLbJDN533lIaxwfHZOWG3yqBs,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuejWhQRIbz1pxwMsXF-hTgOUF6ZVsSK-4VboQxgzsf7nmYQjGI4BB3KhK8ehXkoJnQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1o7uke2hujzUeyVkUb5MSRq7-mIT11wGG/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:45:37,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,Abanico de techo,https://drive.google.com/open?id=175NW-pJ9ccruzDmacfCVAUAmcE2mqgeV,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,107,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=175NW-pJ9ccruzDmacfCVAUAmcE2mqgeV,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuc6_cbgYkaqU1XIU7y7zGQD5aKhv2D92gwLLD58Ndc3e4zOBGm-ry5ArAx9PGl6dAM,https://drive.google.com/a/denzilescolar.edu.co/file/d/1D-3LAg98yiuW0w2sJ0Ih-DgQGNy387LW/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:46:39,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 002,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",https://drive.google.com/open?id=1cTXol8XAqFm7wYrf7z3EFhYwtxru0RQh,Materiales para prestación de servicios.,,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,108,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1cTXol8XAqFm7wYrf7z3EFhYwtxru0RQh,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufwkZ0G8QblbYKBS-m3yy2vtifdliTHSu_u5VDyLImidZojMKRGZuL1iWxebyndbwk,https://drive.google.com/a/denzilescolar.edu.co/file/d/1vYm-YwnYqr5zHbE4ldJyuZB1j4_PBFhh/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:46:41,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,Abanico de techo,https://drive.google.com/open?id=1MwPVfEksl55InIiDN12rwF_H15IbihMN,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,109,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1MwPVfEksl55InIiDN12rwF_H15IbihMN,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuf9T3kxHNzTFWdQw-UsRNnhxXSBFEZgi9lRL6Gm2jJxsYmiDxghr_UrDZi5_-XR70A,https://drive.google.com/a/denzilescolar.edu.co/file/d/1jH28q1Lg5KYd1c_ePyR6K4c2WK1Ue3l5/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:47:59,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",https://drive.google.com/open?id=1r-9gA7P8S2L8-NbvNftrMWhGbFUgwr-N,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,110,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1r-9gA7P8S2L8-NbvNftrMWhGbFUgwr-N,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucmi8WBBRObPih3N0sQ1Y4qSj22xIyhhK_Gnw6JYpHL-ABZBXCAw2NIIdk2g3ST7Es,https://drive.google.com/a/denzilescolar.edu.co/file/d/1AUm_5wycbQZWWHc9gWb2eD_K1ugda0BQ/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:48:54,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",https://drive.google.com/open?id=16MekHIr9-f22Lnp17yNr__AyxHp1bHKT,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,111,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=16MekHIr9-f22Lnp17yNr__AyxHp1bHKT,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueYpwYajcQEekRTW6lVvyo0Np_Aq-FDt7sQYnqae6hXtmmRUg16mI07ftZN8NU654s,https://drive.google.com/a/denzilescolar.edu.co/file/d/1rBIatJR5I_eCFCb4qeRgB0WHzoGUo4kd/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 9:53:49,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",https://drive.google.com/open?id=1CvNmf0vqKiwOOx72zFFCacYDywIIX9-r,Materiales para educación.,,Bueno,Si,,1,,,,,,,Aula - 002,Lámpara,,,,,,,,,,,,,,,,,,,112,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1CvNmf0vqKiwOOx72zFFCacYDywIIX9-r,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufEj2Q0VL_fvihwa1fTBiUxiKUNQ_4bVtNPmdPZjhXbO_SuRvjdtoEKk9KPZCHmpUw,https://drive.google.com/a/denzilescolar.edu.co/file/d/1xsn0IhlPkZGW5JTIequ-e-n3gzZal3ZW/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:05:52,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Abanico de techo,https://drive.google.com/open?id=1kXbSwAHbQyyTI4bc6MZvfbI0rpFH7ZFQ,"Propiedad, planta y equipo.",,Malo,Si,No enciende,1,,,,,,,Aula - 001,Abanico de techo,,,,,,,,,,,,,,,,,,,113,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1kXbSwAHbQyyTI4bc6MZvfbI0rpFH7ZFQ,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudJEuKHBFX_c3nPGsNM3WU4ND5IJl8QYYKxrMqYn2pXTY8aFlkuhOiQUGuDm_1K08o,https://drive.google.com/a/denzilescolar.edu.co/file/d/1wGbU4fNQLniqcKVk86L-WOqUanCsnMt0/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:07:35,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Abanico de techo,https://drive.google.com/open?id=1ZyGIN201Jt8mU1GMmM9MVSTEejyzS2V2,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 002,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",,,,,,,,,,,,,,,,,,,114,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1ZyGIN201Jt8mU1GMmM9MVSTEejyzS2V2,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucpHIhGiIIn-w5C3yjdxHTN9tWitOq-fXgdDoGh8gt-q44NHIUio_4JPeZ5quii0dU,https://drive.google.com/a/denzilescolar.edu.co/file/d/1FRCkaGdH5nJFMnPy3KBpB1hG-PVTFg_9/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:08:47,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Abanico de techo,https://drive.google.com/open?id=13INci2B584ob4R-RkKPrA9_FRP01059k,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 001,Abanico de techo,,,,,,,,,,,,,,,,,,,115,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=13INci2B584ob4R-RkKPrA9_FRP01059k,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueBwocbNLs7J92qDcvPbVWgmXqDgrswLf0aHPo4jpnGA-XBdLQyEcOPgIc5LteDmEQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1nJRIPdTdp4874oqySbdXHMJNza8PLoJx/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:09:00,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Abanico de techo,https://drive.google.com/open?id=1Gsd7VKNQIoZBBvJLcZmpZWC9nd0GSFo-,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 002,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",,,,,,,,,,,,,,,,,,,116,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1Gsd7VKNQIoZBBvJLcZmpZWC9nd0GSFo-,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudNwXx6urpXWu7k56JZYOPCuCy1mysL6WbctS2rXgJJ0PqDZdbkYRJjNuhzU-WsR3s,https://drive.google.com/a/denzilescolar.edu.co/file/d/10avfnS-qlX0QSMB1g2p8jJ8iQShqHjjc/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:10:08,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Abanico de techo,https://drive.google.com/open?id=1wIqr7__ksYauXM-Iqm0o7OO212qnaZOk,"Propiedad, planta y equipo.",,Malo,Si,No enciende,1,,,,,,,Aula - 001,Abanico de techo,,,,,,,,,,,,,,,,,,,117,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1wIqr7__ksYauXM-Iqm0o7OO212qnaZOk,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudTNhLjoBQfliVUT1uUgIwquuxYS5iEiJ__d7i7LKPMITYrOhc0Qrbx-UyWKzKnSGc,https://drive.google.com/a/denzilescolar.edu.co/file/d/1UoSbU0F7k0m4RtlCRrouG2FgtwfE6gZB/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:11:23,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=1Ov07We-81z80jGH5o9vlcvHgQ0Aofdjb,"Propiedad, planta y equipo.",,Malo,Si,No enciende,1,,,,,,,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",,,,,,,,,,,,,,,,,,,118,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1Ov07We-81z80jGH5o9vlcvHgQ0Aofdjb,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudIve-CGhcsfYFtVLYEn1x70cnY7qrcvphhzu_juoy-qKhPj1VKCRaYVP0g6XXIiwA,https://drive.google.com/a/denzilescolar.edu.co/file/d/1OjkAkXEamRwZK0U-_lXutLsOjKIL_n4M/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:12:35,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=1PBscJaM2b3GdyKKQTJDB-7hk7pusPLhU,"Propiedad, planta y equipo.",,Malo,Si,No enciende,1,,,,,,,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",,,,,,,,,,,,,,,,,,,119,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1PBscJaM2b3GdyKKQTJDB-7hk7pusPLhU,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuf0_KErg2_DFX7aOkd6rCCdiQSPdjSTJIZbSFyTGnFAXbNZXWhPADevlbu6Jc39TUs,https://drive.google.com/a/denzilescolar.edu.co/file/d/178n0DtfuFeOWWu13nrZ5DLnEj0SQg9_o/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:12:40,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Abanico de techo,https://drive.google.com/open?id=1nkZIr9jdcuD8_DA4f2lEDTnF3xoU7nLP,"Propiedad, planta y equipo.",,Malo,Si,No enciende,1,,,,,,,Aula - 001,"Kit silla y mesa pequeña con superficie, espaldar plástico con estructura en tubo metalico",,,,,,,,,,,,,,,,,,,120,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1nkZIr9jdcuD8_DA4f2lEDTnF3xoU7nLP,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueHFli6NGUz_Y_qxW3D0nXRs_bWQXsvCcf-fAmBFz-u0EF6qLfrCw34KbPDjB0SlEM,https://drive.google.com/a/denzilescolar.edu.co/file/d/1hL-UeonkfcePUSJPaW6L5ckfliZq6aXV/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:13:45,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=1f4_N1MaWOzkYScafbW_5DfpyrAMapqt0,"Propiedad, planta y equipo.",,Malo,Si,No enciende ,1,,,,,,,Aula - 003,Abanico de techo,,,,,,,,,,,,,,,,,,,122,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1f4_N1MaWOzkYScafbW_5DfpyrAMapqt0,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueu2kbKk7jCBv3S_uHH5bPlJ9mfgbbIoXxWduysVcZHBP75KOlmXaJMq35lpS4hL48,https://drive.google.com/a/denzilescolar.edu.co/file/d/12wWoWRKIs7dIjRhCGwGfizjpkvEZhVcJ/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:14:37,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=1TbqhJTxRxYk4fDUpZZMJHtkhPbvdKyDj,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 003,Abanico de techo,,,,,,,,,,,,,,,,,,,123,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1TbqhJTxRxYk4fDUpZZMJHtkhPbvdKyDj,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucGl6Bm9nfLbTQQ9NdhDykMcb8Ccwd_P0vF8cATND8JLWexwyMpGtviy7l6mFiCsx8,https://drive.google.com/a/denzilescolar.edu.co/file/d/1Um0EjdvEj1hEsXVhbLxOaZfT7CXBPscd/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:14:45,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Abanico de techo,https://drive.google.com/open?id=1YkBJnccvCEn4LRvG8u5cP1QrJIE1w67i,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 004,Abanico de techo,,,,,,,,,,,,,,,,,,,124,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1YkBJnccvCEn4LRvG8u5cP1QrJIE1w67i,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudfdx1RQmLSJMTKdKx7CouBsDEdZnjPNlMh_Axjg01jm76eI6kvNUskOJaUFQbA1fY,https://drive.google.com/a/denzilescolar.edu.co/file/d/18FqQz-ifEEWn2TwY_f8crC4yMCPJgalW/view?usp=drivesdk,,#ffffff,1/3/2019
4/3/2019 16:03:46,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,"https://drive.google.com/open?id=1_UrtBCXsd0Hg2NhayXyNnj_vyUMo9RmS, https://drive.google.com/open?id=1E1zliYmPwrpXe9N2SQY7tj2x-4u7bXaD","Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 003,Abanico de techo,,,,,,,,,,,,,,,,,,,125,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1E1zliYmPwrpXe9N2SQY7tj2x-4u7bXaD,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnueqQpJpvPOf0-4LNso44yiv9f-WtQ90GOUdMdnOMFZEiCyIkHHNmCpQIQJVZBt9NaY,https://drive.google.com/a/denzilescolar.edu.co/file/d/11vN1UCKdRcGUVNtlXoCva733Teus_e9z/view?usp=drivesdk,,#ffffff,4/3/2019
1/3/2019 10:16:12,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Tablero,https://drive.google.com/open?id=1EW5NHMGQfowXNjRpjFwh-Fosm25Pg0kM,Materiales para educación.,,Regular,Si,Manchado,1,,,,,,,Aula - 003,Lámpara,,,,,,,,,,,,,,,,,,,126,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1EW5NHMGQfowXNjRpjFwh-Fosm25Pg0kM,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnud3Hj6HDZ46B3nC5oiel_vUusqETdSJPGlxdPVkLxu5YS1izJNXg29y9ZtSG4iEgCI,https://drive.google.com/a/denzilescolar.edu.co/file/d/1vgzrL5hxOwt0vqAHoLmfbmnYaVYH-CI7/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:16:24,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=1hWhUXy6fHX3d1IUdGLAwPm-zfUlHB3x-,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 003,Lámpara,,,,,,,,,,,,,,,,,,,127,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1hWhUXy6fHX3d1IUdGLAwPm-zfUlHB3x-,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucBlWUeUMG1O7ZUftVuQjkOyz0rrmxAVZ58BZwUhu45fvLpEGGY0MygSNysmzczwE0,https://drive.google.com/a/denzilescolar.edu.co/file/d/1oSek9ON-56THR2Ve4jH6wVTVXukZfym9/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:17:30,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=10RO7LrWC9Hy83b98T3CkuZjL7YrCKnmo,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 004,Abanico de techo,,,,,,,,,,,,,,,,,,,128,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=10RO7LrWC9Hy83b98T3CkuZjL7YrCKnmo,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnuckXx0fhxsbjK6ENSN7o_9y9sfXwvZ5AUQKZaRWkO3e7Y9AmnQ4kP2sDRkaYyVqtqM,https://drive.google.com/a/denzilescolar.edu.co/file/d/17cGab2bMW4q0bHNzK_yHPDdHFQaBcAeu/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:17:38,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Escritorio,https://drive.google.com/open?id=1ccmPABy2c-lb-k3gLK-IoJ1VuHNvF28h,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 004,Abanico de techo,,,,,,,,,,,,,,,,,,,129,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1ccmPABy2c-lb-k3gLK-IoJ1VuHNvF28h,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnudRkPjweC8zcR86Msr03tjQ-rqe_9_raaMXTE-GBZWqbmDXlBgEgZEJ8tDcE8hWfi8,https://drive.google.com/a/denzilescolar.edu.co/file/d/1RDOQ2ZZb6Kn_NODgvNUUuKVGs8Wc2O8X/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:18:46,inventarios@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 003,Lámpara,https://drive.google.com/open?id=12Q6OWisp6ZFl4_bs9WcqAcpEtzCQBRi8,"Propiedad, planta y equipo.",,Malo,Si,,1,,,,,,,Aula - 003,Lámpara,,,,,,,,,,,,,,,,,,,130,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=12Q6OWisp6ZFl4_bs9WcqAcpEtzCQBRi8,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnucR0Ar-O7mIdTzCcdHAvc771pPJUjooY1YiEyJJsSHT9MXyWPIr0xpU8vY9ND4TyBQ,https://drive.google.com/a/denzilescolar.edu.co/file/d/1BTSx1BYdsW9VJQSJKALoe2lTMjpsHBJb/view?usp=drivesdk,,#ffffff,1/3/2019
1/3/2019 10:19:13,eidermejia@denzilescolar.edu.co,Mega,Aulas de clases,Aula - 004,Silla ACOLCHADA en TELA con estructura de TUBO metalico,https://drive.google.com/open?id=1oT2QZX7pgtrUPMP8_1nobJeE_xjxvENE,"Propiedad, planta y equipo.",,Bueno,Si,,1,,,,,,,Aula - 003,Lámpara,,,,,,,,,,,,,,,,,,,131,https://drive.google.com/a/denzilescolar.edu.co/thumbnail?id=1oT2QZX7pgtrUPMP8_1nobJeE_xjxvENE,https://docs.google.com/forms/d/e/1FAIpQLSdV9i_4guIS_jz6ErnKAoiTci_GpBbZj8tMxBg8JQRtJG0CBw/viewform?edit2=2_ABaOnufiPBx-F2o6m786TjOXC5gQeoDkJdcHI8uDYQVJduMcyQYv9o5dLhBrOqrR-cIpO9s,https://drive.google.com/a/denzilescolar.edu.co/file/d/1YmE1gYkyg1X1CIBdB5nCx87G81ghwn7j/view?usp=drivesdk,,#ffffff,1/3/2019
